Make;Model;Displ;Cyl;Trans;Drive;Fuel;Year
PORSCHE;Boxster S;2.5;4;AMS-7;2WD;Gasoline;2017
PORSCHE;Boxster S;2.5;4;Man-6;2WD;Gasoline;2017
PORSCHE;Cayenne;3.6;6;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Cayenne GTS;3.6;6;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Cayenne Platinum;3.6;6;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Cayenne S;3.6;6;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Cayenne S e-Hybrid;3;6;AutoMan-8;4WD;Gasoline/Electricity;2017
PORSCHE;Cayenne Turbo;4.8;8;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Cayenne Turbo S;4.8;8;SemiAuto-8;4WD;Gasoline;2017
PORSCHE;Macan;2;4;AMS-7;4WD;Gasoline;2017
PORSCHE;Macan GTS;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;Macan S;3;6;AMS-7;4WD;Gasoline;2017
PORSCHE;Macan Turbo;3.6;6;AMS-7;4WD;Gasoline;2017
PORSCHE;Macan Turbo Kit;3.6;6;AMS-7;4WD;Gasoline;2017
PORSCHE;Panamera;3;6;AMS-8;2WD;Gasoline;2017
PORSCHE;Panamera 4;3;6;AMS-8;4WD;Gasoline;2017
PORSCHE;Panamera 4 Executive;3;6;AMS-8;4WD;Gasoline;2017
PORSCHE;Panamera 4S;2.9;6;AMS-8;4WD;Gasoline;2017
PORSCHE;Panamera 4S Executive;2.9;6;AMS-8;4WD;Gasoline;2017
PORSCHE;Panamera Turbo;4;8;AMS-8;4WD;Gasoline;2017
PORSCHE;Panamera Turbo Executive;4;8;AMS-8;4WD;Gasoline;2017
RAM;1500;3.6;6;Auto-8;2WD;Ethanol/Gas;2017
RAM;1500;3.6;6;Auto-8;4WD;Ethanol/Gas;2017
RAM;1500;5.7;8;Auto-6;4WD;Gasoline;2017
RAM;1500;5.7;8;Auto-8;2WD;Gasoline;2017
RAM;1500;5.7;8;Auto-8;4WD;Gasoline;2017
RAM;Promaster City;2.4;4;Auto-9;2WD;Gasoline;2017
ROLLS-ROYCE;Dawn;6.6;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Ghost;6.6;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Ghost EWB;6.6;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Phantom;6.7;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Phantom Coupe;6.7;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Phantom Drophead Coupe;6.7;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Phantom EWB;6.7;12;SemiAuto-8;2WD;Gasoline;2017
ROLLS-ROYCE;Wraith;6.6;12;SemiAuto-8;2WD;Gasoline;2017
ROUSH;F150;5;8;SemiAuto-6;2WD;Gasoline;2017
ROUSH;F150;5;8;SemiAuto-6;4WD;Gasoline;2017
ROUSH;Stage 3 Mustang;5;8;Man-6;2WD;Gasoline;2017
ROUSH;Stage 3 Mustang;5;8;SemiAuto-6;2WD;Gasoline;2017
SMART;ForTwo Convertible;.9;3;AutoMan-6;2WD;Gasoline;2017
SMART;ForTwo Convertible;.9;3;Man-5;2WD;Gasoline;2017
SMART;ForTwo Coupe;.9;3;AutoMan-6;2WD;Gasoline;2017
SMART;ForTwo Coupe;.9;3;Man-5;2WD;Gasoline;2017
SMART;ForTwo Elec. Drive (coupe);N/A;N/A;Auto-1;2WD;Electricity;2017
SUBARU;BRZ;2;4;Man-6;2WD;Gasoline;2017
SUBARU;BRZ;2;4;SemiAuto-6;2WD;Gasoline;2017
SUBARU;Crosstrek;2;4;Man-5;4WD;Gasoline;2017
SUBARU;Crosstrek;2;4;SCV-6;4WD;Gasoline;2017
SUBARU;Forester;2;4;SCV-8;4WD;Gasoline;2017
SUBARU;Forester;2.5;4;CVT;4WD;Gasoline;2017
SUBARU;Forester;2.5;4;Man-6;4WD;Gasoline;2017
SUBARU;Impreza;2;4;Man-5;4WD;Gasoline;2017
SUBARU;Impreza;2;4;SCV-7;4WD;Gasoline;2017
SUBARU;Impreza Sport;2;4;Man-5;4WD;Gasoline;2017
SUBARU;Impreza Sport;2;4;SCV-7;4WD;Gasoline;2017
SUBARU;Legacy;2.5;4;SCV-6;4WD;Gasoline;2017
SUBARU;Legacy;3.6;6;SCV-6;4WD;Gasoline;2017
SUBARU;Outback;2.5;4;SCV-6;4WD;Gasoline;2017
SUBARU;Outback;3.6;6;SCV-6;4WD;Gasoline;2017
SUBARU;WRX;2;4;Man-6;4WD;Gasoline;2017
SUBARU;WRX;2;4;SCV-8;4WD;Gasoline;2017
SUBARU;WRX;2.5;4;Man-6;4WD;Gasoline;2017
TESLA;Model 4 Long Range;N/A;N/A;Auto-1;2WD;Electricity;2017
SUBARU;Model S 100D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model S 60D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model S 60kWh;N/A;N/A;Auto-1;2WD;Electricity;2017
SUBARU;Model S 75D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model S 75kWh;N/A;N/A;Auto-1;2WD;Electricity;2017
SUBARU;Model S 90D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model S P100D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model S P90D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model X 60D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model X 75D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model X 90D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model X P100D;N/A;N/A;Auto-1;4WD;Electricity;2017
SUBARU;Model X P90D;N/A;N/A;Auto-1;4WD;Electricity;2017
TOYOTA;4Runner;4;6;SemiAuto-5;2WD;Gasoline;2017
TOYOTA;4Runner;4;6;SemiAuto-5;4WD;Gasoline;2017
TOYOTA;86;2;4;Man-6;2WD;Gasoline;2017
TOYOTA;86;2;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Avalon;3.5;6;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Avalon Hybrid;2.5;4;SCV-6;2WD;Gasoline;2017
TOYOTA;Camry;2.5;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Camry;3.5;6;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Camry Hybrid LE;2.5;4;CVT;2WD;Gasoline;2017
TOYOTA;Camry Hybrid XLE/SE;2.5;4;CVT;2WD;Gasoline;2017
TOYOTA;Corolla;1.8;4;CVT;2WD;Gasoline;2017
TOYOTA;Corolla;1.8;4;Man-6;2WD;Gasoline;2017
TOYOTA;Corolla;1.8;4;SCV-7;2WD;Gasoline;2017
TOYOTA;Corolla LE Eco;1.8;4;CVT;2WD;Gasoline;2017
TOYOTA;Corolla iM;1.8;4;Man-6;2WD;Gasoline;2017
TOYOTA;Corolla iM;1.8;4;SCV-7;2WD;Gasoline;2017
TOYOTA;Highlander;2.7;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Highlander;3.5;6;SemiAuto-8;2WD;Gasoline;2017
TOYOTA;Highlander;3.5;6;SemiAuto-8;4WD;Gasoline;2017
TOYOTA;Highlander AWD LE;3.5;6;SemiAuto-8;4WD;Gasoline;2017
TOYOTA;Highlander Hybrid;3.5;6;SCV-6;4WD;Gasoline;2017
TOYOTA;Highlander Hybrid LE Plus;3.5;6;SCV-6;4WD;Gasoline;2017
TOYOTA;Highlander LE/XLE/SE/LTD;3.5;6;SemiAuto-8;2WD;Gasoline;2017
TOYOTA;Land Cruiser;5.7;8;SemiAuto-8;4WD;Gasoline;2017
TOYOTA;Mirai;N/A;N/A;CVT;2WD;Hydrogen;2017
TOYOTA;Prius;1.8;4;CVT;2WD;Gasoline;2017
TOYOTA;Prius Eco;1.8;4;CVT;2WD;Gasoline;2017
TOYOTA;Prius Prime;1.8;4;CVT;2WD;Gasoline/Electricity;2017
TOYOTA;Prius c;1.5;4;CVT;2WD;Gasoline;2017
TOYOTA;Prius v;1.8;4;CVT;2WD;Gasoline;2017
TOYOTA;RAV4;2.5;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;RAV4;2.5;4;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;RAV4 Hybrid;2.5;4;SCV-6;4WD;Gasoline;2017
TOYOTA;RAV4 LE/XLE;2.5;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;RAV4 Limited;2.5;4;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Sequoia;5.7;8;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Sequoia;5.7;8;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Sequoia FFV;5.7;8;SemiAuto-6;4WD;Ethanol/Gas;2017
TOYOTA;Sienna;3.5;6;SemiAuto-8;2WD;Gasoline;2017
TOYOTA;Sienna;3.5;6;SemiAuto-8;4WD;Gasoline;2017
TOYOTA;Tacoma;2.7;4;Man-5;4WD;Gasoline;2017
TOYOTA;Tacoma;2.7;4;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Tacoma;2.7;4;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Tacoma;3.5;6;Man-6;4WD;Gasoline;2017
TOYOTA;Tacoma;3.5;6;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Tacoma;3.5;6;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Tundra;4.6;8;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Tundra;4.6;8;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Tundra;5.7;8;SemiAuto-6;2WD;Gasoline;2017
TOYOTA;Tundra;5.7;8;SemiAuto-6;4WD;Gasoline;2017
TOYOTA;Tundra FFV;5.7;8;SemiAuto-6;2WD;Ethanol/Gas;2017
TOYOTA;Tundra FFV;5.7;8;SemiAuto-6;4WD;Ethanol/Gas;2017
TOYOTA;Yaris;1.5;4;Auto-4;2WD;Gasoline;2017
TOYOTA;Yaris;1.5;4;Man-5;2WD;Gasoline;2017
TOYOTA;Yaris iA;1.5;4;Man-6;2WD;Gasoline;2017
TOYOTA;Yaris iA;1.5;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Beetle;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Beetle;2;4;AMS-6;2WD;Gasoline;2017
VOLKSWAGEN;Beetle Convertible;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Beetle Dune;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Beetle Dune Convertible;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;CC;2;4;AMS-6;2WD;Gasoline;2017
VOLKSWAGEN;CC 4Motion;3.6;6;SemiAuto-6;4WD;Gasoline;2017
VOLKSWAGEN;GTI;2;4;AMS-6;2WD;Gasoline;2017
VOLKSWAGEN;GTI;2;4;Man-6;2WD;Gasoline;2017
VOLKSWAGEN;Golf;1.8;4;Man-5;2WD;Gasoline;2017
VOLKSWAGEN;Golf;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Golf Alltrack;1.8;4;AMS-6;4WD;Gasoline;2017
VOLKSWAGEN;Golf Alltrack;1.8;4;Man-6;4WD;Gasoline;2017
VOLKSWAGEN;Golf R;2;4;AMS-6;4WD;Gasoline;2017
VOLKSWAGEN;Golf R;2;4;Man-6;4WD;Gasoline;2017
VOLKSWAGEN;Golf SportWagen;1.8;4;Man-5;2WD;Gasoline;2017
VOLKSWAGEN;Golf SportWagen;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Golf SportWagen 4Motion;1.8;4;AMS-6;4WD;Gasoline;2017
VOLKSWAGEN;Golf SportWagen 4Motion;1.8;4;Man-6;4WD;Gasoline;2017
VOLKSWAGEN;Jetta;1.4;4;Man-5;2WD;Gasoline;2017
VOLKSWAGEN;Jetta;1.4;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Jetta;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Jetta;2;4;AMS-6;2WD;Gasoline;2017
VOLKSWAGEN;Jetta;2;4;Man-6;2WD;Gasoline;2017
VOLKSWAGEN;Passat;1.8;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Passat;3.6;6;AMS-6;2WD;Gasoline;2017
VOLKSWAGEN;Tiguan;2;4;SemiAuto-6;2WD;Gasoline;2017
VOLKSWAGEN;Tiguan 4Motion;2;4;SemiAuto-6;4WD;Gasoline;2017
VOLKSWAGEN;Touareg;3.6;6;SemiAuto-8;4WD;Gasoline;2017
VOLKSWAGEN;e-Golf;N/A;N/A;Auto-1;2WD;Electricity;2017
VOLVO;S60;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;S60;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;S60 CC;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;S60 Inscription;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;S60 Inscription;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;S60 Polestar;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;S90;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;S90;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;V60;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;V60;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;V60 CC;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;V60 Polestar;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;V90 CC;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;XC 60;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;XC 60;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;XC 90;2;4;SemiAuto-8;2WD;Gasoline;2017
VOLVO;XC 90;2;4;SemiAuto-8;4WD;Gasoline;2017
VOLVO;XC 90;2;4;SemiAuto-8;4WD;Gasoline/Electricity;2017
